,Q,],X,,3,G,,[,j,v,H,c,x,e,a,l,},,*,,1,',6,P,C,O,W,k,+,8,|,,=,,,A,,U,>,,,"""",^,,o,4,_,.,7,L,B,5,g,p,y,,&,,$,),u,K,~,s,D,,0,{,,/,t,%,,I,#,,,@,d,,(,E,`,,9,T,i,b,Y,,M,!,,w,\,n,:,,?,F,q,h,,r, ,,S,,",",-,f,R,,V,,z,,;,N,J,Z,m,2
0,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 1, 1]","[0, 0, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 1, 0, 1]","[0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 1]","[0, 1, 0, 1, 0, 1, 0]","[0, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 1, 1]","[0, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 1, 1]"
